CHILD,SEX,DOB,ETHNIC,UPN,MOTHER,MC_DOB,LA,YEAR
431225,1,03/01/2005,WBRI,Q087415360665,,,Bracknell Forest,2021
498217,1,09/03/2002,WIRI,P032261209872,,,Reading,2024
468147,1,11/03/2013,AOTH,P052204978429,,,Windsor and Maidenhead,2023
425436,1,10/08/2003,AIND,L029099492242,,,Kent,2020
496095,1,17/03/2015,BCRB,W003536525387,,,West Berkshire,2024
411611,1,25/05/2010,WIRT,S013191469393,,,Buckinghamshire,2021
473545,1,17/11/2008,BAFR,P055260069447,,,Milton Keynes,2020
482292,1,09/03/2005,BOTH,H023325463255,,,West Sussex,2020
417253,2,03/04/2001,WIRT,D012372259761,,,Hampshire,2023
455087,1,30/05/2003,REFU,X031439282609,,,West Sussex,2021
404374,1,04/12/2011,MWAS,Z051772549776,,,Isle of Wight,2023
422718,1,03/04/2005,NOBT,B070566405671,,,Reading,2019
484065,1,15/06/2012,APKN,L059160743714,,,Kent,2019
499587,1,14/06/2002,APKN,E087269879523,,,Windsor and Maidenhead,2023
417663,1,10/02/2014,MOTH,G069159116177,,,Medway,2023
417517,2,08/07/2012,ABAN,N094365147095,,,Kent,2019
488143,1,22/08/2007,WIRT,H040443163474,,,West Sussex,2022
447760,2,21/09/2000,AOTH,H049273671775,,,Slough,2021
484363,1,25/06/2015,APKN,U035340147019,,,Oxfordshire,2020
432590,2,07/11/2013,CHNE,W028407352234,,,Medway,2019
439803,1,21/11/2011,WOTH,G010665992229,,,Windsor and Maidenhead,2020
471554,2,03/03/2007,MWBA,H013984995433,,,Portsmouth,2024
451192,2,05/01/2013,BOTH,F022107401623,,,Surrey,2019
493487,2,01/10/2004,AOTH,T074086705420,,,Milton Keynes,2021
475665,1,28/01/2005,BOTH,X084352251310,,,Reading,2019
475427,1,21/12/2012,APKN,V003161479370,,,Windsor and Maidenhead,2024
458126,1,13/07/2004,NOBT,Y053313416448,,,Windsor and Maidenhead,2019
485188,2,25/09/2008,AIND,O094577801420,,,West Berkshire,2024
492421,2,28/01/2005,BCRB,Z067415991010,,,Buckinghamshire,2022
461981,1,11/12/2007,BAFR,Y097212309171,,,Brighton and Hove,2019
495913,2,07/04/2015,BAFR,H064692773016,,,West Sussex,2023
482471,1,16/01/2014,APKN,W084141040114,,,Wokingham,2023
460975,1,13/10/2014,WOTH,G007962100695,,,Southampton,2024
475405,2,13/10/2005,WOTH,T057319359811,,,West Sussex,2023
422295,2,04/10/2015,CHNE,W002953411787,,,Milton Keynes,2024
461363,1,05/07/2005,APKN,S016366226596,,,Surrey,2019
451494,2,15/07/2014,MWAS,J088311540842,,,East Sussex,2020
458254,2,04/05/2010,REFU,D056495087703,,,Isle of Wight,2021
404430,1,08/03/2013,OOTH,S057609862316,,,West Berkshire,2022
412689,2,19/07/2010,BCRB,B097873844031,,,West Sussex,2020
447182,2,17/10/2006,WIRT,L009756439803,,,Wokingham,2021
478528,1,02/05/2004,BAFR,H039510305304,,,West Berkshire,2020
456700,2,08/04/2014,MWBC,V045662991984,,,Oxfordshire,2022
415914,2,23/04/2017,WIRT,L049301884878,,,Windsor and Maidenhead,2022
439017,2,03/05/2005,BCRB,Q031739873945,,,Southampton,2024
490592,1,26/09/2010,WIRT,P033992873575,,,Southampton,2019
486579,1,15/01/2002,WIRI,L082482752013,,,West Berkshire,2023
418507,2,05/07/2012,AOTH,W032840184669,,,East Sussex,2019
496710,2,23/02/2006,CHNE,C079331870494,,,Buckinghamshire,2020
484558,1,17/02/2013,WIRI,P064878739831,,,West Sussex,2024
431935,2,15/05/2014,MWBC,F010621089617,,,Kent,2019
491802,1,09/12/2010,MWBC,E036717447242,,,Isle of Wight,2020
401025,2,03/02/2012,REFU,O015231815916,,,East Sussex,2020
413612,2,04/11/2009,ABAN,F054545674616,,,Medway,2023
402122,1,24/12/2015,AOTH,U056255507681,,,Milton Keynes,2021
455186,2,21/09/2008,BOTH,I036505196097,,,West Berkshire,2021
419413,2,24/01/2003,MWBA,G062876370493,,,Portsmouth,2022
406006,2,07/04/2009,BAFR,F048554495882,,,Medway,2023
471514,1,27/09/2014,APKN,G001176105899,,,West Berkshire,2019
498342,1,20/06/2008,WIRT,H035055357974,,,Windsor and Maidenhead,2019
482817,1,07/09/2009,NOBT,V043134346348,,,Bracknell Forest,2024
466719,1,30/04/2007,WBRI,R034067984739,,,Slough,2024
405611,1,09/01/2012,REFU,F045110187976,,,Kent,2023
476211,1,04/12/2006,BOTH,T023445095245,,,East Sussex,2023
445925,1,14/09/2014,BOTH,W012870953146,,,Surrey,2024
439328,1,10/04/2007,CHNE,Y081869530122,,,East Sussex,2021
413704,1,19/01/2008,BCRB,F092418195924,,,Wokingham,2022
476456,1,12/09/2000,MWBC,Z017779572516,,,Hampshire,2024
417560,2,22/11/2015,ABAN,R009456903222,,,Hampshire,2020
446192,2,17/03/2012,AOTH,O029531393345,,,Portsmouth,2023
402954,2,25/07/2012,MWAS,F007724672188,,,Oxfordshire,2022
472423,2,08/02/2008,ABAN,T018384979156,,,Windsor and Maidenhead,2023
468036,1,03/06/2002,OOTH,Y031642870826,,,Isle of Wight,2020
454361,2,04/05/2012,MWBC,A018050519763,,,Buckinghamshire,2024
419270,2,30/01/2009,WROM,M072146756203,,,Medway,2024
464667,2,22/11/2002,MWBA,K046408779853,,,Kent,2024
469462,1,20/09/2013,CHNE,O099331846163,,,Portsmouth,2023
451818,1,19/03/2013,AOTH,G094964118983,,,Brighton and Hove,2019
416447,1,10/12/2005,REFU,U016947723428,,,West Berkshire,2024
469206,1,25/05/2010,WIRT,N058848837099,,,Slough,2024
404461,2,09/02/2013,APKN,C027969323327,,,Bracknell Forest,2022
403874,2,13/07/2001,MWAS,F016099133943,,,Bracknell Forest,2021
480894,2,21/12/2001,BCRB,W057986356894,,,Windsor and Maidenhead,2022
496720,2,21/03/2012,WIRT,C020178396510,,,Buckinghamshire,2019
429260,1,05/03/2004,MWBA,L084047563814,,,Oxfordshire,2023
420786,2,30/03/2004,WIRI,O036785767365,,,Buckinghamshire,2021
416399,2,29/06/2015,BOTH,O052085061449,,,West Berkshire,2024
479043,2,19/04/2004,AIND,H072632485217,,,Slough,2021
493689,1,09/04/2001,BAFR,U004265535360,,,Oxfordshire,2021
452154,1,03/02/2013,BCRB,Y063094674924,,,Milton Keynes,2022
473808,1,28/06/2004,WIRI,A006689584442,,,West Berkshire,2021
498609,2,29/09/2010,OOTH,D015734731257,,,Hampshire,2024
459122,1,03/04/2010,ABAN,G063496884617,,,Wokingham,2024
485669,2,17/07/2001,CHNE,B098355262071,,,Oxfordshire,2019
449080,1,31/03/2002,OOTH,C076310440573,,,Oxfordshire,2020
474525,1,24/03/2016,WIRI,S018262117084,,,Slough,2024
427562,1,24/05/2016,MOTH,L002394534214,,,Oxfordshire,2021
421944,1,30/11/2000,BAFR,F030808299800,,,Milton Keynes,2021
462038,1,15/11/2007,WBRI,M074354226163,,,Milton Keynes,2022
460189,2,30/10/2003,WOTH,F021915319674,,,Brighton and Hove,2019
468870,1,21/01/2005,BOTH,Y043239875259,,,Slough,2024
476175,2,08/04/2011,WROM,Z035360850602,,,Southampton,2023
404759,2,21/03/2012,APKN,I049837202649,,,Milton Keynes,2024
445570,1,16/12/2000,REFU,Y040953279904,,,Isle of Wight,2019
421090,1,17/04/2014,REFU,S054171134715,,,Isle of Wight,2024
479541,1,08/05/2002,MOTH,V086463749980,,,Reading,2020
404561,2,24/01/2016,REFU,B015012515016,,,Southampton,2021
421947,2,04/07/2001,NOBT,L012119897009,,,West Berkshire,2024
403048,1,05/03/2007,BAFR,L042272930005,,,West Berkshire,2022
442521,2,11/11/2001,AIND,W084840388425,,,West Berkshire,2023
490789,1,01/12/2002,MWBC,H096595413883,,,Wokingham,2021
442908,1,10/08/2009,WROM,L049899921910,,,Milton Keynes,2024
409522,2,28/09/2000,NOBT,Y013662337239,,,Portsmouth,2020
490716,2,04/06/2009,AOTH,F075124943345,,,Hampshire,2023
491328,1,25/05/2004,APKN,B034090001884,,,West Berkshire,2021
460834,1,20/07/2000,MWAS,N005177776465,,,Wokingham,2021
464409,2,17/05/2001,BAFR,S057178283365,,,Wokingham,2021
418898,2,30/06/2004,MOTH,L096780117414,,,Reading,2021
476748,1,25/10/2010,AIND,M078017292569,,,Buckinghamshire,2024
466428,2,20/08/2006,BAFR,V035105547960,,,Brighton and Hove,2023
492151,1,02/05/2005,WIRI,U049552174747,,,Slough,2022
402689,2,29/04/2017,CHNE,S073857084983,,,Hampshire,2023
409612,2,24/12/2009,NOBT,C024426944721,,,Windsor and Maidenhead,2024
451537,2,26/10/2002,WROM,Y092928813490,,,Milton Keynes,2022
470981,2,19/01/2012,NOBT,L035912765711,,,Kent,2019
457126,1,02/01/2016,AIND,M058703018220,,,Medway,2021
484161,1,28/10/2000,BCRB,Q005368822721,,,Southampton,2024
453220,1,03/07/2008,BCRB,Z077749793510,,,Wokingham,2019
439849,2,18/01/2012,OOTH,S058100238506,,,East Sussex,2024
435064,1,05/07/2002,MWBA,W080474431421,,,Kent,2019
416986,1,19/02/2004,WROM,J090863274456,,,Windsor and Maidenhead,2019
463825,1,07/01/2007,BAFR,N075693087774,,,Hampshire,2021
418285,2,14/05/2009,OOTH,Q098033366162,,,Kent,2022
483806,1,03/02/2008,BAFR,H021261175148,,,East Sussex,2019
460184,1,30/04/2001,AIND,B059537449416,,,Slough,2022
425939,1,29/10/2006,CHNE,A062997948181,,,Hampshire,2020
401224,2,08/05/2010,WIRT,T056340644937,,,Portsmouth,2022
410041,2,08/04/2005,REFU,U079272717067,,,Buckinghamshire,2024
499168,1,23/06/2004,WOTH,W095358726599,,,Oxfordshire,2021
423709,2,24/06/2011,MWBA,J096904292168,,,Slough,2020
475560,2,17/03/2004,ABAN,J027997801456,,,Medway,2022
406935,1,13/10/2000,WIRT,A036332723236,,,West Sussex,2021
437016,1,29/01/2013,WBRI,A050806038379,,,Isle of Wight,2019
440554,2,23/11/2001,WIRT,G057064442955,,,Milton Keynes,2024
426053,2,29/09/2005,MWBC,N034782612269,,,Wokingham,2019
479369,2,05/04/2001,APKN,A011247926120,,,Oxfordshire,2023
429439,2,14/01/2003,WIRT,R072620328321,,,Southampton,2019
459844,1,03/12/2007,WIRT,K083011742548,,,Hampshire,2023
468933,2,26/03/2007,OOTH,D005949313199,,,Portsmouth,2023
446523,1,24/04/2004,BOTH,N004320015556,,,West Berkshire,2021
477681,2,22/10/2002,BOTH,W064945941387,,,Oxfordshire,2020
413028,1,09/03/2016,AIND,Q022258484493,,,Surrey,2020
489782,2,17/06/2012,NOBT,B045870572841,,,Medway,2019
401155,2,30/08/2007,MWBA,W054261055956,,,Buckinghamshire,2022
426056,2,18/06/2008,MWAS,M028655312324,,,Windsor and Maidenhead,2019
471393,1,24/03/2013,WOTH,K053196302053,,,West Berkshire,2022
442849,1,31/03/2004,APKN,F084398887287,,,Brighton and Hove,2024
490815,1,14/05/2014,MWAS,I085984014716,,,Buckinghamshire,2019
419601,1,10/02/2014,BCRB,C074301533079,,,Brighton and Hove,2021
427438,2,25/04/2001,WOTH,L022823590702,,,Southampton,2019
417134,1,22/10/2000,CHNE,F050190703972,,,Portsmouth,2022
401791,2,25/06/2008,CHNE,N024404839449,,,Surrey,2019
493258,1,18/05/2002,OOTH,Q055039627127,,,Wokingham,2021
481108,2,28/03/2014,WIRT,X044693295425,,,Windsor and Maidenhead,2021
434986,2,22/09/2011,BCRB,M082332869589,,,West Berkshire,2020
411391,1,11/07/2010,AIND,C075453015623,,,Medway,2024
415869,2,08/02/2009,MWBC,D044437963535,,,Medway,2019
405039,2,15/06/2012,WROM,K076175229293,,,West Sussex,2020
451361,2,06/10/2017,REFU,Y095694867627,,,Southampton,2023
442594,1,31/01/2018,WBRI,U008858731765,,,Isle of Wight,2023
446332,1,10/04/2006,BCRB,R080455669303,,,Brighton and Hove,2019
429365,2,12/10/2017,WIRT,U075687749451,,,Oxfordshire,2023
467590,1,30/05/2004,WBRI,X037870842152,,,Southampton,2022
419200,2,16/03/2016,WOTH,C047442810423,,,Milton Keynes,2023
437133,2,27/09/2003,AOTH,U063019208711,,,Slough,2019
403583,1,26/07/2000,REFU,N004826515721,,,Windsor and Maidenhead,2023
448826,1,15/01/2016,BOTH,K041890337816,,,West Berkshire,2022
410635,1,16/04/2001,AIND,S047565564163,,,East Sussex,2021
438383,1,07/03/2002,WROM,H029779051820,,,Hampshire,2019
456307,2,01/08/2011,WBRI,W001342650421,,,Milton Keynes,2022
453072,2,23/06/2009,APKN,Z084202959823,,,Hampshire,2022
468416,2,06/03/2008,WIRT,F016046273017,,,West Sussex,2019
488911,2,20/10/2010,WBRI,T097467330325,,,West Berkshire,2024
483593,2,24/11/2009,CHNE,L091492046996,,,Buckinghamshire,2021
468216,1,19/03/2018,NOBT,I000143404211,,,Buckinghamshire,2023
417236,1,26/01/2012,BCRB,T060406082854,,,Reading,2021
424790,2,26/07/2017,NOBT,D093092450123,,,Buckinghamshire,2020
441716,1,23/05/2006,WROM,L082019167630,,,Portsmouth,2020
410678,2,25/12/2009,WOTH,J042002002642,,,Slough,2019
498366,1,26/12/2004,OOTH,C099451491347,,,Milton Keynes,2024
423507,1,24/04/2005,AIND,O037504539391,,,Windsor and Maidenhead,2019
457104,1,08/10/2014,APKN,U091480016766,,,Surrey,2023
461121,2,24/12/2009,MOTH,Z090086186442,,,East Sussex,2019
457638,1,27/10/2001,ABAN,T079921287614,,,Milton Keynes,2021
403494,1,28/07/2000,MWAS,P068732254136,,,Windsor and Maidenhead,2022
410636,1,23/03/2018,AOTH,V066323858370,,,West Berkshire,2022
400500,1,04/10/2011,WBRI,T092419253080,,,West Berkshire,2023
468653,2,01/08/2000,MOTH,O028033494920,,,Southampton,2019
412141,1,27/01/2006,NOBT,I036756726905,,,East Sussex,2024
418574,2,05/02/2015,AOTH,O087667763539,,,Buckinghamshire,2021
429278,1,20/12/2007,OOTH,Q081611057971,,,Brighton and Hove,2021
452852,1,23/05/2010,MOTH,A007351269848,,,Kent,2021
441129,1,01/06/2009,BAFR,P043603465743,,,Hampshire,2022
438096,2,19/12/2014,NOBT,S079736784010,,,Portsmouth,2022
415230,1,28/02/2012,WIRT,C057995614153,,,Reading,2023
403345,1,03/03/2009,BCRB,Z087789024907,,,Kent,2020
467853,1,12/02/2015,MWBA,Y090768993389,,,Wokingham,2021
477063,2,21/10/2009,OOTH,X078548369736,,,Windsor and Maidenhead,2021
417561,2,18/05/2005,NOBT,Z064493878580,,,Windsor and Maidenhead,2020
480718,2,26/09/2014,WOTH,V014808086147,,,East Sussex,2023
483438,1,30/04/2005,ABAN,K002412575898,,,Surrey,2021
446773,2,25/10/2002,OOTH,L082242162565,,,Surrey,2023
451177,2,20/02/2010,MWBA,S082098222890,,,Brighton and Hove,2019
406275,2,19/01/2002,MOTH,S039258140245,,,Oxfordshire,2021
423987,2,13/05/2001,WBRI,I046707109503,,,Portsmouth,2020
400442,1,30/06/2015,BCRB,K062929195441,,,Kent,2019
476214,1,03/10/2015,REFU,S097774952036,,,Oxfordshire,2024
436103,1,28/05/2011,MOTH,N089095596148,,,Isle of Wight,2019
457131,2,16/08/2004,CHNE,O040613810471,,,Medway,2023
427473,1,21/05/2016,WOTH,L040432022617,,,Brighton and Hove,2021
496971,1,09/03/2010,WOTH,W071824116048,,,Windsor and Maidenhead,2024
441180,2,08/01/2002,BOTH,R048250877925,,,West Berkshire,2024
412928,1,15/10/2008,WROM,N036739418095,,,Surrey,2022
498555,2,25/01/2012,REFU,S002347192953,,,Windsor and Maidenhead,2021
477094,2,10/03/2015,AIND,I099437629847,,,Wokingham,2020
442678,1,02/03/2015,REFU,J033182025165,,,Hampshire,2019
415808,1,12/06/2012,APKN,U010476379543,,,Southampton,2024
421429,1,15/08/2001,MOTH,V093957185499,,,Bracknell Forest,2023
462366,1,23/05/2003,BOTH,A029731430259,,,Slough,2021
413973,1,08/03/2018,WBRI,S001657024484,,,Portsmouth,2023
434810,1,05/04/2004,MOTH,P096767684347,,,West Berkshire,2022
431512,1,22/11/2009,MOTH,V010767415637,,,Milton Keynes,2024
468306,1,02/02/2008,APKN,T015337067919,,,Portsmouth,2022
498916,2,30/11/2004,APKN,U009908534958,,,Portsmouth,2022
453527,1,30/05/2016,MWBA,G007835093563,,,Oxfordshire,2020
474751,1,08/06/2011,WOTH,S043007971607,,,Portsmouth,2024
474946,1,12/08/2006,WBRI,A028951135185,,,Hampshire,2022
479387,1,27/11/2002,WOTH,W031420470687,,,Southampton,2020
476773,1,23/02/2005,WIRT,D064807242395,,,Southampton,2022
411811,1,15/11/2007,BAFR,I030651954619,,,West Sussex,2023
442354,2,02/07/2002,MWBA,V091329368654,,,Windsor and Maidenhead,2022
448203,2,10/12/2000,AIND,O099338684832,,,Bracknell Forest,2021
428250,1,01/08/2008,WIRI,K075225109970,,,Reading,2021
473819,1,11/08/2005,NOBT,R033011046893,,,Bracknell Forest,2019
482190,1,23/02/2008,APKN,Z017383620928,,,Portsmouth,2020
456552,1,16/09/2007,WBRI,W074173116306,,,Portsmouth,2021
415187,2,16/11/2012,OOTH,D098115419013,,,East Sussex,2021
445515,2,01/04/2001,MWAS,P048812229738,,,Isle of Wight,2021
481933,2,29/10/2001,WBRI,O068531133505,,,Medway,2019
430658,2,25/04/2004,CHNE,D094739171601,,,Windsor and Maidenhead,2020
476794,2,27/09/2008,AIND,D086877936371,,,Medway,2019
465036,1,15/06/2017,APKN,B055335154095,,,Hampshire,2023
454027,2,18/07/2005,WIRT,G046497603208,,,West Sussex,2020
493291,2,09/09/2006,OOTH,S081153240273,,,Oxfordshire,2023
481621,2,01/12/2011,WIRI,I080388778352,,,Kent,2022
433823,1,17/01/2001,BAFR,V048710477461,,,Milton Keynes,2024
468891,1,24/03/2008,BOTH,L079899461996,,,East Sussex,2019
447016,1,26/06/2010,WIRI,J090616444443,,,Reading,2022
414996,2,01/07/2003,OOTH,P072733340200,,,Isle of Wight,2024
432120,2,16/11/2017,MWBA,L050136039558,,,Hampshire,2019
410848,1,03/12/2011,AIND,V007893665588,,,Windsor and Maidenhead,2022
429900,1,04/04/2012,WROM,H031666429433,,,Wokingham,2020
475888,2,02/06/2011,BAFR,I040463839640,,,Southampton,2024
465398,1,19/03/2005,MOTH,Q020756817775,,,Wokingham,2021
479219,1,27/07/2014,CHNE,E085680232293,,,Hampshire,2021
415655,2,25/08/2017,WIRT,W095142810106,,,Hampshire,2020
431800,1,07/07/2014,MWAS,M094423148222,,,Kent,2022
430877,1,24/01/2013,NOBT,H045565301454,,,West Sussex,2024
410666,2,03/05/2014,WOTH,J028234643513,,,Buckinghamshire,2023
412098,2,15/02/2001,APKN,E028814550621,,,Wokingham,2019
486836,1,11/10/2005,WIRT,P075944369645,,,Portsmouth,2021
418870,2,08/05/2000,BAFR,N059918863651,,,East Sussex,2021
450796,1,25/07/2000,NOBT,M045549292990,,,Kent,2019
488621,1,16/06/2006,WIRT,I050763289842,,,Kent,2023
489143,1,13/10/2005,APKN,C042020868999,,,Hampshire,2019
412331,2,03/11/2003,WROM,V066345460798,,,Hampshire,2021
406519,1,02/05/2009,OOTH,X092839962712,,,Southampton,2019
423688,2,26/06/2003,BAFR,K018935622159,,,Slough,2020
446161,1,21/10/2000,BOTH,G082645564726,,,Oxfordshire,2024
407401,1,25/04/2014,CHNE,O025313622542,,,Wokingham,2023
480204,1,22/03/2014,MOTH,A060160595452,,,Wokingham,2020
418203,2,25/09/2002,WROM,T009286247909,,,Windsor and Maidenhead,2024
469740,2,01/01/2016,OOTH,B053814510264,,,Hampshire,2019
481525,2,02/04/2013,AOTH,B038112415249,,,Southampton,2019
457643,1,07/09/2013,BAFR,A068341394229,,,Oxfordshire,2024
433154,1,09/09/2017,BAFR,N051798948548,,,Windsor and Maidenhead,2020
402110,1,18/09/2000,AOTH,J047492407358,,,West Sussex,2019
443835,2,18/05/2005,AOTH,J094301346541,,,Buckinghamshire,2019
444242,2,07/09/2004,WIRT,V026526956261,,,Kent,2024
455768,1,19/12/2008,WROM,C018945162494,,,East Sussex,2023
446491,2,12/03/2002,WIRT,Q035799457972,,,Portsmouth,2021
491130,1,08/12/2005,CHNE,U024883608603,,,Surrey,2020
443086,1,03/02/2001,WIRT,G063413391313,,,Reading,2022
499569,2,28/09/2000,ABAN,K068656359554,,,Southampton,2023
457755,1,12/05/2010,ABAN,I096184450003,,,Reading,2024
416090,1,04/01/2001,APKN,T036102156004,,,West Sussex,2023
436252,2,25/12/2000,OOTH,D070030487941,,,Oxfordshire,2021
488425,1,01/07/2007,OOTH,E037106218441,,,Buckinghamshire,2023
474622,1,24/08/2005,AIND,T057155009246,,,Hampshire,2020
479344,2,20/04/2017,WROM,T079118269347,,,Wokingham,2023
452896,2,16/02/2007,WIRT,N058721335506,,,Wokingham,2021
476369,2,05/11/2008,ABAN,N070907516601,,,Medway,2022
479699,2,20/06/2009,MWBC,M095348499648,,,Slough,2021
439153,1,09/06/2004,MWAS,F008782592641,,,Brighton and Hove,2024
486142,2,13/12/2007,BOTH,S048957279062,,,Milton Keynes,2022
418330,2,14/07/2005,WROM,F078864407031,,,West Sussex,2024
421449,2,16/03/2003,WIRI,J077007848895,,,Medway,2024
433440,1,28/04/2003,WIRT,T041437415573,,,West Berkshire,2023
450042,1,26/06/2002,MWBA,W048921924709,,,Bracknell Forest,2019
447056,1,23/02/2002,ABAN,Y001035406782,,,West Sussex,2022
445687,1,26/08/2003,ABAN,V076870466794,,,Portsmouth,2022
482014,2,08/05/2008,CHNE,T026184991111,,,Southampton,2019
475161,1,03/01/2017,MWBA,J069530035055,,,Slough,2021
447975,2,11/09/2008,WROM,N096987148502,,,West Berkshire,2023
449554,1,25/11/2005,WIRI,Z043137586048,,,West Sussex,2023
431580,1,29/11/2003,MWBA,F057755114733,,,Slough,2023
420793,2,29/04/2007,AOTH,R075646103722,,,Isle of Wight,2019
410823,1,30/07/2010,MWAS,C029510395190,,,Milton Keynes,2019
456406,2,08/03/2003,BAFR,Z034429333330,,,Oxfordshire,2022
405002,2,23/11/2004,APKN,F062873708337,,,Reading,2020
428514,2,05/04/2017,CHNE,K003902556969,,,Kent,2022
422904,1,26/10/2000,WIRI,H098558052043,,,Buckinghamshire,2021
409308,2,04/03/2003,WIRT,M092128932290,,,Milton Keynes,2021
484304,2,03/12/2001,MWBA,R034603553830,,,Slough,2020
409757,1,10/05/2006,BAFR,O003528674055,,,East Sussex,2021
454086,2,27/05/2007,WROM,I078552089654,,,Surrey,2020
458647,2,26/03/2005,MOTH,N061403468546,,,Bracknell Forest,2023
497190,1,27/06/2016,ABAN,Q022328963446,,,East Sussex,2020
426934,2,02/05/2006,MWBC,E074531598083,,,West Sussex,2024
443340,1,12/10/2005,WIRI,V091723502572,,,Slough,2022
451935,1,16/11/2010,AIND,C016454214720,,,Milton Keynes,2020
444028,2,28/12/2000,OOTH,E097256882640,,,Slough,2024
445721,1,12/05/2000,MWBA,H098741739757,,,Portsmouth,2020
466784,2,25/09/2008,WOTH,D092052660879,,,Southampton,2023
465261,2,08/02/2012,BCRB,B086677321717,,,Reading,2020
484413,1,03/09/2012,MWBA,X020266586836,,,Kent,2020
462271,1,02/05/2017,MWAS,J002640223221,,,West Sussex,2022
457215,1,17/10/2003,WIRI,R056188533091,,,Milton Keynes,2022
479119,1,28/09/2001,WROM,D067756156396,,,Milton Keynes,2023
454474,1,26/02/2010,BOTH,E090589915045,,,Portsmouth,2020
423600,1,30/12/2001,BOTH,O094993571904,,,Isle of Wight,2019
413119,2,09/11/2003,NOBT,X097258412167,,,Buckinghamshire,2020
491068,2,15/10/2008,MOTH,F097845391772,,,Buckinghamshire,2023
499417,1,25/06/2014,OOTH,M058805080871,,,Windsor and Maidenhead,2022
461366,1,23/07/2013,MWBC,T058049830272,,,Milton Keynes,2024
418638,2,22/07/2005,NOBT,Z036828322044,,,Wokingham,2023
432588,2,19/10/2007,WBRI,D072321833404,,,Wokingham,2019
488263,2,24/06/2002,MOTH,I047670129562,,,Wokingham,2021
484994,1,24/03/2001,AOTH,V031088692675,,,Kent,2019
466138,2,03/04/2011,WOTH,L058362092802,,,East Sussex,2021
472509,2,10/10/2015,APKN,E059882860752,,,Brighton and Hove,2019
494988,1,10/08/2001,WIRT,X010444979238,,,Bracknell Forest,2020
490946,1,22/02/2012,MWBA,M076911084445,,,Milton Keynes,2020
424297,1,17/06/2002,APKN,D090443599982,,,Hampshire,2023
405194,1,16/06/2004,APKN,J071829652727,,,Portsmouth,2024
470201,2,13/05/2004,OOTH,W094548456831,,,Milton Keynes,2024
427551,2,23/04/2016,AOTH,L074994265805,,,Portsmouth,2020
462220,2,25/02/2011,BCRB,D012272455423,,,Reading,2021
427520,1,08/08/2006,WOTH,V008616895858,,,Medway,2022
439587,1,29/05/2003,BCRB,P019619792756,,,Portsmouth,2024
473103,1,30/10/2000,MOTH,C064604474304,,,Wokingham,2019
413841,2,09/03/2006,WIRT,N017002171853,,,Isle of Wight,2020
450400,1,30/04/2003,AIND,E050663275555,,,Bracknell Forest,2022
496166,1,02/09/2015,APKN,C041073007615,,,Southampton,2024
484385,1,26/11/2011,MWBC,B008683740080,,,Brighton and Hove,2022
484895,1,12/11/2015,WROM,H075636722087,,,Isle of Wight,2023
450347,1,01/07/2005,BOTH,H012783390391,,,Slough,2019
418057,2,25/02/2012,NOBT,E052371572666,,,Oxfordshire,2019
475768,1,03/12/2005,BOTH,P001652637786,,,Brighton and Hove,2024
402542,1,28/03/2018,MWAS,O087272075236,,,Buckinghamshire,2021
424689,1,12/06/2010,APKN,G016313621990,,,Surrey,2021
413532,2,05/10/2002,MOTH,V048766710499,,,West Berkshire,2022
466923,1,22/05/2009,ABAN,R009810428470,,,Kent,2020
498607,1,01/09/2002,REFU,G063579432099,,,Slough,2022
492472,2,07/10/2000,WROM,A077745144085,,,Brighton and Hove,2023
475411,2,20/11/2015,BAFR,S096597365468,,,Windsor and Maidenhead,2022
442651,2,23/07/2014,WBRI,D002867166006,,,Portsmouth,2020
487039,1,09/10/2003,BAFR,V057298848276,,,Isle of Wight,2024
470133,1,26/12/2010,AOTH,R032899735367,,,West Sussex,2022
401932,2,11/06/2003,AIND,F053719875352,,,Wokingham,2024
434733,1,19/01/2016,AOTH,I046782000438,,,Slough,2023
432063,1,06/06/2011,BAFR,H045812674478,,,Reading,2020
456966,1,25/02/2003,MOTH,Z093052568578,,,Windsor and Maidenhead,2023
434910,1,16/02/2010,ABAN,Z000106232517,,,Milton Keynes,2024
403189,2,20/02/2015,MWAS,K030866669939,,,Buckinghamshire,2021
411895,1,17/02/2008,REFU,O041825298294,,,East Sussex,2019
445156,1,26/01/2006,BOTH,Z036514670212,,,Oxfordshire,2022
406148,1,05/07/2016,WBRI,B037045449407,,,Buckinghamshire,2020
487957,1,20/06/2003,WIRT,F098235048021,,,Surrey,2020
491136,2,24/08/2016,BOTH,O032727661455,,,Medway,2020
418776,2,05/02/2011,WIRT,N063307141580,,,Bracknell Forest,2019
408930,2,01/03/2018,OOTH,T042805328064,,,Southampton,2019
464750,1,28/04/2009,REFU,X084509396930,,,West Berkshire,2020
448515,1,12/11/2010,WIRI,G046951183031,,,Portsmouth,2022
455567,2,19/07/2017,MWBC,R083645842171,,,Wokingham,2019
482719,2,22/01/2018,AIND,W027948918710,,,Surrey,2024
480844,1,10/10/2002,MWBA,B060203599171,,,Wokingham,2024
410341,1,21/06/2015,APKN,O002917046097,,,Medway,2024
467094,2,29/04/2004,WBRI,G004915696852,,,Medway,2023
449508,2,15/10/2007,OOTH,T000297782855,,,Portsmouth,2022
410557,2,11/07/2004,WOTH,R074404153256,,,Windsor and Maidenhead,2022
466948,1,08/01/2002,BOTH,V015474347564,,,Oxfordshire,2020
