CHILD,SEX,DOB,ETHNIC,UPN,MOTHER,MC_DOB,LA,YEAR
482840,2,14/01/2005,BOTH,A085653112086,,,Bromley,2017
850847,2,05/10/2003,APKN,K082991898219,,,Southwark,2017
355602,1,13/02/2004,WBRI,G080686046097,,,Bromley,2017
311063,1,28/05/2009,WIRT,B007827604339,,,Southwark,2020
648057,1,28/06/2009,CHNE,R040595683488,,,Southwark,2017
793347,1,17/10/2003,WOTH,G026331179666,,,Southwark,2018
928597,2,29/07/2007,MOTH,E056717634618,,,Southwark,2018
262711,2,14/09/2007,REFU,S081687881585,,,Bromley,2020
693410,2,24/12/2003,WIRI,R004144869739,,,Bromley,2018
266902,1,02/05/2004,WROM,N052049038197,,,Bromley,2021
830338,1,24/05/2006,AIND,X003972288085,,,Hillingdon,2018
836643,2,22/11/2004,MOTH,I030369349411,,,Southwark,2018
195764,2,21/02/2004,WROM,H049429355439,,,Southwark,2021
21847,1,13/02/2004,WROM,Z011993524554,,,Southwark,2017
631575,1,22/10/2008,WROM,E099716520476,,,Southwark,2019
184308,1,01/06/2004,OOTH,F046420651728,,,Hillingdon,2017
453572,2,27/06/2004,MOTH,I026508187722,,,Bromley,2017
6415,1,29/08/2006,AIND,F033988734163,,,Southwark,2020
648222,1,16/04/2003,WBRI,N051938630525,,,Bromley,2018
380303,2,19/06/2005,BOTH,X086286406785,,,Southwark,2018
143799,2,24/02/2008,REFU,N099059840895,,,Hillingdon,2017
106241,1,24/12/2006,OOTH,U024318220169,,,Bromley,2017
688239,2,09/05/2009,WOTH,B027288022182,,,Hillingdon,2018
822438,2,26/02/2004,ABAN,W037742180756,,,Hillingdon,2021
795289,2,26/03/2009,WBRI,G001550240323,,,Hillingdon,2021
479546,2,20/06/2004,WROM,T023616009919,,,Southwark,2020
285207,1,06/11/2006,MWBC,J057682867771,,,Southwark,2017
369699,2,10/07/2009,AOTH,O025381805764,,,Hillingdon,2019
853697,1,23/09/2004,WBRI,X099732345480,,,Southwark,2021
534492,2,17/08/2006,MOTH,Y048194690939,,,Bromley,2018
994285,2,13/01/2006,MWAS,P011370238806,,,Southwark,2019
372509,2,23/07/2009,CHNE,B094429243485,,,Hillingdon,2019
379507,2,12/08/2003,OOTH,T026518202090,,,Southwark,2017
245022,2,30/05/2004,BOTH,R028495108112,,,Bromley,2020
979997,1,26/08/2006,BOTH,W040869565659,,,Southwark,2018
933360,1,16/06/2007,BOTH,P008714621502,,,Bromley,2021
687605,2,19/05/2009,AIND,O058569223152,,,Southwark,2021
954202,2,10/09/2004,AOTH,X051743978002,,,Bromley,2020
221218,2,26/06/2006,APKN,V011325960248,,,Hillingdon,2019
34153,2,29/07/2008,WROM,B074698293514,,,Southwark,2020
656076,1,04/09/2007,BAFR,C014158485608,,,Southwark,2018
159388,2,11/04/2005,WROM,Q056192525057,,,Hillingdon,2019
266650,1,11/09/2006,APKN,Y007951826550,,,Bromley,2021
406846,2,17/04/2009,MWBC,W043370432142,,,Southwark,2018
496063,2,04/04/2007,ABAN,D095980736334,,,Southwark,2019
16960,1,12/03/2009,APKN,V024089230359,,,Bromley,2017
295116,2,31/08/2006,MOTH,X091944716008,,,Southwark,2021
297403,2,21/12/2004,AOTH,Y044995074588,,,Southwark,2021
988280,2,09/04/2008,AOTH,P008164917573,,,Bromley,2019
247698,2,18/05/2004,WBRI,L073046772523,,,Hillingdon,2018
569582,2,31/03/2005,MOTH,B077382719036,,,Bromley,2018
