CHILD,DECOM,RNE,LS,CIN,PLACE,PLACE_PROVIDER,DEC,REC,REASON_PLACE_CHANGE,HOME_POST,PL_POST,URN,LA,YEAR
831861,2018-09-20,P,V4,N7,S1,PR1,2019-06-07,E11,,X23 7GS,Z13 9HL,6282351,Bromley,2019
306870,2018-08-29,P,L2,N1,P1,PR0,2019-09-01,X1,OTHER,B25 3XX,K8 7VN,8475947,Bromley,2019
306870,2019-09-01,P,L2,N1,K2,PR4,2020-01-01,X1,,K28 4SB,P2 3GD,2499760,Bromley,2019
306870,2020-01-01,L,D1,N1,K2,PR4,,X1,CREQB,K28 4SB,P2 3GD,2499760,Bromley,2019
729233,2019-01-30,L,L1,N2,U4,PR1,2020-02-26,X1,,R8 6YN,P23 7LV,9847103,Southwark,2019
729233,2020-02-26,L,L3,N2,U4,PR1,,X1,APPRR,R8 6YN,P23 7LV,9847103,Southwark,2019
804955,2018-08-16,L,V2,N5,U3,PR1,2020-01-09,E46,,F28 2CP,L13 4QF,8170194,Southwark,2019
357220,2018-03-09,P,V4,N5,U4,PR4,2019-12-16,X1,CREQO,H9 6HP,B12 6WN,3580048,Bromley,2019
357220,2019-12-16,P,V4,N5,U4,PR4,,X1,,V6 9YQ,O25 4QF,4326542,Bromley,2019
840802,2019-02-09,L,C1,N5,R2,PR3,2019-06-18,X1,CHILD,X15 6QQ,E10 7QS,9352513,Bromley,2019
840802,2019-06-18,P,C1,N5,U5,PR1,2019-11-24,X1,,S17 3BJ,P17 1NH,9278026,Bromley,2019
840802,2019-11-24,L,J1,N5,U5,PR1,2020-01-01,X1,,S17 3BJ,P17 1NH,9278026,Bromley,2019
840802,2020-01-01,T,J1,N5,U5,PR1,,X1,,S17 3BJ,P17 1NH,9278026,Bromley,2019
673935,2018-07-07,S,L2,N2,U1,PR1,2019-07-13,X1,ALLEG,K6 3ET,B29 7FK,3285813,Southwark,2019
673935,2019-07-13,B,C1,N2,K2,PR4,,E11,,L20 6KG,B26 2XX,3953472,Southwark,2019
684861,2018-02-11,P,J3,N2,U5,PR4,2020-01-16,E16,,U20 5PO,P21 6QM,6055244,Bromley,2019
198564,2018-08-16,P,C2,N5,U4,PR1,2019-08-22,X1,OTHER,P16 3QK,U9 5SR,8720577,Southwark,2019
198564,2019-08-22,P,C2,N5,U3,PR1,,X1,,B27 3FK,W21 1BF,5652901,Southwark,2019
69504,2018-08-05,P,V2,N8,K1,PR4,2019-04-20,X1,STAND,Q11 9DG,O24 2SB,7667780,Southwark,2019
69504,2019-04-20,P,V2,N8,U4,PR1,2020-02-16,X1,CUSTOD,P15 3BR,Q6 5HL,2722559,Southwark,2019
69504,2020-02-16,P,V2,N8,U5,PR1,2020-03-09,E15,,G2 9KA,G2 6FL,7455797,Southwark,2019
448742,2018-05-25,T,D1,N8,P2,PR1,2019-06-18,E5,,F13 3DC,N13 4CX,8213578,Bromley,2019
374389,2017-02-05,P,L2,N3,U5,PR4,2019-05-23,X1,,V14 5NE,J27 5AL,8199220,Hillingdon,2019
374389,2019-05-23,L,J3,N3,U5,PR4,2019-08-15,E2,,V14 5NE,J27 5AL,8199220,Hillingdon,2019
289121,2018-05-19,L,V2,N1,U5,PR4,2019-08-24,X1,,I24 4FY,C16 7QT,8993974,Bromley,2019
289121,2019-08-24,L,D1,N1,U5,PR4,,X1,CARPL,I24 4FY,C16 7QT,8993974,Bromley,2019
482840,2018-03-03,P,E1,N2,U5,PR4,2019-09-29,X1,,L5 1DC,J1 5GS,9540498,Bromley,2019
482840,2019-09-29,L,V4,N2,U5,PR4,,X1,CREQO,L5 1DC,J1 5GS,9540498,Bromley,2019
48338,2016-07-10,P,L1,N8,U4,PR4,2019-05-25,E12,,U19 6CP,F16 9TL,4873967,Hillingdon,2019
850847,2019-03-31,T,J1,N8,A4,PR1,2019-11-03,X1,CARPL,U13 4AS,E20 9WQ,3759550,Southwark,2019
850847,2019-11-03,P,J1,N8,P2,PR4,,X1,,G26 4VK,P29 8XO,3031590,Southwark,2019
787064,2019-01-26,P,V2,N3,U1,PR1,2019-09-30,E3,,D21 8BJ,M6 5JE,5192183,Southwark,2019
218168,2018-11-22,T,L2,N7,A3,PR1,2019-04-24,X1,APPRR,R3 6AU,Z3 4YQ,1764145,Hillingdon,2019
218168,2019-04-24,P,L2,N7,U1,PR1,2020-01-25,X1,PLACE,F22 8UQ,Z30 4BQ,5486903,Hillingdon,2019
218168,2020-01-25,P,L2,N7,U1,PR1,,E4A,,G25 6OJ,V2 7VZ,3322015,Hillingdon,2019
204118,2019-02-03,P,V2,N7,P2,PR4,2019-10-16,E3,,Y3 1NW,G12 4QK,1146321,Hillingdon,2019
60288,2018-01-09,P,C2,N5,U4,PR4,2019-11-17,E12,,N2 1VO,W23 2TO,4537760,Hillingdon,2019
648057,2017-07-23,P,V2,N8,U4,PR4,2019-04-08,X1,ALLEG,E15 6JY,X2 2AB,4437071,Southwark,2019
648057,2019-04-08,P,V2,N8,K2,PR4,2019-04-26,X1,CLOSE,F18 1TG,B26 3IB,4213803,Southwark,2019
648057,2019-04-26,P,V2,N8,U4,PR1,2019-05-04,X1,,Y26 5TM,O17 8LC,6834985,Southwark,2019
648057,2019-05-04,L,J2,N8,U4,PR1,2019-07-10,E8,,Y26 5TM,O17 8LC,6834985,Southwark,2019
892330,2018-10-24,P,L3,N7,U5,PR1,2019-10-05,E3,,Y14 4HL,Y5 2VY,6407162,Bromley,2019
866837,2019-02-27,L,J1,N5,U5,PR1,2019-07-28,X1,,G16 4GN,S24 3OE,8741241,Southwark,2019
866837,2019-07-28,T,J1,N5,U5,PR1,,X1,ALLEG,G16 4GN,S24 3OE,8741241,Southwark,2019
659430,2015-10-16,S,J3,N4,U4,PR4,2019-04-10,E14,,K19 9PT,K16 6DH,1648849,Bromley,2019
694922,2019-01-28,P,L2,N8,H5,PR1,2019-09-12,X1,CLOSE,X19 6UW,J23 5MQ,8072224,Bromley,2019
694922,2019-09-12,P,L2,N8,P2,PR4,,X1,,R12 2RQ,D21 8HM,9280453,Bromley,2019
573864,2018-02-13,B,L2,N5,U4,PR1,2019-06-03,E12,,C24 4TR,J3 2HB,1080739,Southwark,2019
573864,2018-12-11,S,D1,N7,U5,PR1,2019-08-29,E2,,Q2 5GO,G10 6KH,8860199,Southwark,2019
793347,2018-11-23,P,J2,N3,U4,PR4,2019-10-11,X1,ALLEG,P19 7OE,L27 8UA,7692649,Southwark,2019
793347,2019-10-11,P,J2,N3,U4,PR1,,X1,CUSTOD,X16 8YA,V3 5DH,4278079,Southwark,2019
553848,2018-09-11,P,L3,N2,U5,PR1,2019-05-26,E8,,I23 5AX,S12 2SY,6257466,Hillingdon,2019
255201,2019-03-17,P,D1,N4,K2,PR4,2019-04-27,X1,STAND,B5 2CX,Y4 8KH,3210927,Bromley,2019
255201,2019-04-27,P,D1,N4,U4,PR4,2019-06-12,X1,,X15 4VI,G13 7PH,8919981,Bromley,2019
255201,2019-06-12,L,E1,N4,U4,PR4,2019-08-04,X1,CARPL,X15 4VI,G13 7PH,8919981,Bromley,2019
255201,2019-08-04,P,E1,N4,K2,PR4,,E46,,B9 7JF,S4 1HV,3951906,Bromley,2019
4015,2017-12-03,S,C1,N1,U5,PR4,2019-12-30,E4A,,S22 1PN,P3 5XZ,7910649,Southwark,2019
951969,2017-06-20,P,L1,N7,U3,PR1,2019-07-10,X1,CLOSE,W7 1OH,I18 6ON,4994836,Hillingdon,2019
951969,2019-07-10,P,L1,N7,U3,PR1,2020-03-11,E48,,W29 8EU,J10 3AL,4193918,Hillingdon,2019
606708,2018-11-04,L,V3,N5,U5,PR1,2019-06-16,E3,,X13 6FC,P4 3FX,2533479,Hillingdon,2019
928597,2017-09-06,S,D1,N7,U5,PR1,2019-08-06,X1,,A17 7PT,Y28 4VQ,8005003,Southwark,2019
928597,2019-08-06,L,L2,N7,U5,PR1,,X1,CLOSE,A17 7PT,Y28 4VQ,8005003,Southwark,2019
262711,2019-07-08,S,J2,N5,U2,PR1,2019-11-08,X1,CARPL,T26 3XF,L21 6RT,1108144,Bromley,2019
262711,2019-11-08,P,J2,N5,K2,PR4,,X1,,E2 9WX,O26 5GK,5644123,Bromley,2019
693410,2017-11-13,L,J2,N1,K2,PR4,2020-01-19,X1,,B7 2XA,V10 3ZT,7068233,Bromley,2019
693410,2020-01-19,L,L2,N1,K2,PR4,,X1,ALLEG,B7 2XA,V10 3ZT,7068233,Bromley,2019
266902,2017-07-27,P,J1,N5,K2,PR1,2019-05-24,X1,,W18 6ZK,A1 3VS,1461547,Bromley,2019
266902,2019-05-24,L,J3,N5,K2,PR1,2019-05-27,X1,CARPL,W18 6ZK,A1 3VS,1461547,Bromley,2019
266902,2019-05-27,P,J3,N5,U5,PR4,,X1,,H14 8EP,Y16 2SB,8218294,Bromley,2019
429851,2018-09-09,L,J3,N2,K2,PR1,2019-05-15,E14,,B29 4JJ,E21 7HB,5071841,Bromley,2019
119095,2014-02-26,B,C1,N4,R1,PR4,2019-07-22,X1,CARPL,Z24 4HU,B21 2UQ,4805373,Southwark,2019
119095,2019-07-22,P,C1,N4,U4,PR1,2019-10-10,X1,STAND,D28 4TT,B1 9VV,1699679,Southwark,2019
119095,2019-10-10,P,C1,N4,U5,PR1,2019-10-31,E46,,I9 5NW,U19 5NW,2930489,Southwark,2019
214178,2018-02-25,P,L2,N3,U5,PR1,2019-04-04,X1,,A25 6RQ,Z27 4QE,7905324,Hillingdon,2019
214178,2019-04-04,T,L2,N3,U5,PR1,,X1,ALLEG,A25 6RQ,Z27 4QE,7905324,Hillingdon,2019
981287,2018-01-07,P,J1,N4,K2,PR4,2019-07-10,E48,,R18 2WH,K29 5RM,5706054,Southwark,2019
830338,2019-02-11,T,J2,N1,U2,PR1,2019-07-15,X1,STAND,M19 1YK,H30 5VA,9259657,Hillingdon,2019
830338,2019-07-15,P,J2,N1,U4,PR1,,E45,,H7 2FF,K6 4WB,1816189,Hillingdon,2019
349082,2017-04-17,L,V2,N4,U5,PR4,2019-09-30,E7,,K26 1XR,A3 8JK,6329730,Bromley,2019
91711,2019-01-10,B,E1,N2,K2,PR4,2019-04-22,E16,,Z1 7KJ,O14 2TU,5866162,Bromley,2019
836643,2019-03-02,L,C1,N4,U5,PR1,2019-12-16,X1,STAND,F27 7MD,J1 1YN,4458721,Southwark,2019
836643,2019-12-16,P,C1,N4,P1,PR0,,X1,CARPL,E17 4SQ,N13 3ON,1786845,Southwark,2019
909944,2019-03-20,P,L2,N1,P2,PR4,2020-01-20,X1,,G9 8AL,W4 1QU,8772764,Southwark,2019
909944,2020-01-20,L,J3,N1,P2,PR4,,E45,,G9 8AL,W4 1QU,8772764,Southwark,2019
910378,2019-02-08,P,J3,N1,U5,PR1,2020-01-16,X1,PLACE,H1 6JX,B7 9OP,8384235,Hillingdon,2019
910378,2020-01-16,P,J3,N1,U4,PR1,,E15,,Z23 7EV,X25 5MJ,1703622,Hillingdon,2019
713648,2016-05-11,P,D1,N7,U5,PR4,2019-07-07,E41,,F9 5CE,X12 1RU,8588615,Hillingdon,2019
21847,2018-06-01,L,J1,N7,U3,PR1,2019-10-24,X1,CARPL,K18 4MD,H2 6II,9961492,Southwark,2019
21847,2019-10-24,P,J1,N7,U4,PR1,,X1,ALLEG,C16 4QF,L23 8OX,9510870,Southwark,2019
330697,2018-11-24,P,J1,N8,U4,PR1,2019-04-15,X1,CARPL,U28 8PG,L12 4GV,3356747,Southwark,2019
330697,2019-04-15,P,J1,N8,U5,PR1,2019-04-27,X1,CHILD,S10 1DX,L18 4OP,3803475,Southwark,2019
330697,2019-04-27,P,J1,N8,U5,PR1,2019-07-26,E5,,A8 3FC,G15 4OQ,9498794,Southwark,2019
413915,2018-01-08,P,C2,N3,U5,PR4,2019-11-02,X1,ALLEG,F4 3IS,R1 2JK,3504254,Southwark,2019
413915,2019-11-02,P,C2,N3,H5,PR4,2019-12-30,X1,PLACE,M8 3NS,M25 5FE,5974338,Southwark,2019
413915,2019-12-30,P,C2,N3,U6,PR4,,E46,,U15 9ZD,W14 9CA,9989628,Southwark,2019
631575,2019-02-05,P,L3,N4,U5,PR4,2019-05-26,X1,,L24 5XU,T6 7XU,7674450,Southwark,2019
631575,2019-05-26,L,L1,N4,U5,PR4,2019-07-04,X1,,L24 5XU,T6 7XU,7674450,Southwark,2019
631575,2019-07-04,L,V4,N4,U5,PR4,2019-10-30,X1,STAND,L24 5XU,T6 7XU,7674450,Southwark,2019
631575,2019-10-30,B,J2,N4,U5,PR1,,X1,ALLEG,M7 8ZR,T10 3FW,7324145,Southwark,2019
192668,2018-02-19,L,L2,N1,U5,PR4,2020-02-26,X1,APPRR,T16 7FC,A11 5MB,5927390,Hillingdon,2019
192668,2020-02-26,P,L2,N1,U5,PR4,,X1,LAREQ,O5 6ZE,M3 1KG,2899603,Hillingdon,2019
982154,2018-08-05,P,L3,N8,H5,PR4,2019-07-10,X1,ALLEG,U1 8SY,J22 8DU,4294871,Southwark,2019
982154,2019-07-10,P,L3,N8,H5,PR4,2019-07-23,E15,,C13 6EJ,O30 9JF,2152041,Southwark,2019
393387,2018-07-11,P,L3,N6,U5,PR4,2019-11-06,X1,STAND,C2 1KC,J3 3RM,8538537,Southwark,2019
393387,2019-11-06,P,L3,N6,U4,PR4,,X1,CHILD,L3 9HO,Q20 8XN,4514455,Southwark,2019
857997,2018-06-17,L,V3,N3,U4,PR1,2020-02-26,X1,CHILD,O2 1AU,P17 8AV,3243815,Southwark,2019
857997,2020-02-26,P,V3,N3,U5,PR4,2020-03-11,E11,,S21 6UW,K11 2NJ,8774831,Southwark,2019
247180,2018-04-15,L,C2,N6,U5,PR4,2019-09-07,X1,,H14 1VL,Y20 4NQ,9159016,Bromley,2019
247180,2019-09-07,L,D1,N6,U5,PR4,2019-10-15,X1,,H14 1VL,Y20 4NQ,9159016,Bromley,2019
247180,2019-10-15,L,C1,N6,U5,PR4,2019-10-17,X1,CLOSE,H14 1VL,Y20 4NQ,9159016,Bromley,2019
247180,2019-10-17,P,C1,N6,U4,PR4,2020-01-10,E45,,W2 6YY,F30 9TL,4529152,Bromley,2019
6415,2018-02-15,T,J1,N4,U4,PR4,2019-08-18,X1,ALLEG,B1 1QE,B20 8AU,2308160,Southwark,2019
6415,2019-08-18,P,J1,N4,U4,PR4,2019-10-29,X1,,M14 1TP,U4 6PA,3314703,Southwark,2019
6415,2019-10-29,T,J1,N4,U4,PR4,2020-03-05,X1,,M14 1TP,U4 6PA,3314703,Southwark,2019
6415,2020-03-05,T,J1,N4,U4,PR4,,X1,,M14 1TP,U4 6PA,3314703,Southwark,2019
648222,2016-11-03,P,C2,N7,U4,PR4,2019-05-24,X1,CREQB,N29 6VG,L14 2NQ,8081444,Bromley,2019
648222,2019-05-24,P,C2,N7,P2,PR4,2019-08-19,X1,CHILD,L21 8PS,N15 4MS,2669825,Bromley,2019
648222,2019-08-19,P,C2,N7,H5,PR1,2020-03-29,X1,STAND,G17 2QN,T25 5MW,8586853,Bromley,2019
648222,2020-03-29,P,C2,N7,P2,PR4,,E47,,E2 8AQ,D14 9WG,1550048,Bromley,2019
21593,2018-10-07,L,V4,N7,H5,PR1,2019-10-30,E47,,Y3 3QB,N16 8CJ,3891565,Southwark,2019
380303,2017-09-26,P,C1,N3,U3,PR1,2019-11-18,X1,,Q4 3TV,J10 4TE,1313410,Southwark,2019
380303,2019-11-18,T,C1,N3,U3,PR1,,X1,ALLEG,Q4 3TV,J10 4TE,1313410,Southwark,2019
143799,2017-06-18,P,D1,N3,U4,PR4,2019-05-17,X1,CREQB,P6 2AS,K18 3KW,3226352,Hillingdon,2019
143799,2019-05-17,P,D1,N3,U5,PR1,,X1,STAND,K7 8FY,M30 8UY,5316263,Hillingdon,2019
680465,2018-10-08,T,V3,N6,U4,PR1,2019-06-23,X1,CREQO,W11 1GJ,W16 5QY,1808692,Southwark,2019
680465,2019-06-23,P,V3,N6,P1,PR0,2019-10-28,E47,,Q20 7IK,A26 9WS,7828529,Southwark,2019
101362,2017-12-10,T,C2,N2,U4,PR1,2019-05-27,X1,CREQB,J3 4NB,M11 3AT,6776726,Bromley,2019
101362,2019-05-27,P,C2,N2,K2,PR4,2019-10-11,X1,,C28 6PA,A5 5SS,8033006,Bromley,2019
101362,2019-10-11,L,L3,N2,K2,PR4,2019-12-02,X1,CHILD,C28 6PA,A5 5SS,8033006,Bromley,2019
101362,2019-12-02,P,L3,N2,U5,PR4,2020-01-06,X1,PLACE,T7 7EE,M6 8MW,8792335,Bromley,2019
101362,2020-01-06,P,L3,N2,U5,PR1,,E2,,X12 1YT,X22 2XM,3081065,Bromley,2019
679728,2019-01-11,P,E1,N6,P2,PR1,2019-10-31,X1,CHILD,I23 9ZI,I19 8SO,9844708,Hillingdon,2019
679728,2019-10-31,P,E1,N6,H5,PR4,2020-01-23,X1,LAREQ,H4 3BX,V9 2SP,3223268,Hillingdon,2019
679728,2020-01-23,P,E1,N6,U5,PR1,,E8,,O4 4QO,V10 5XB,5530012,Hillingdon,2019
71212,2018-06-03,P,V4,N4,U4,PR1,2019-09-28,X1,CREQB,K11 2QH,K7 3IY,9355041,Bromley,2019
71212,2019-09-28,P,V4,N4,U4,PR1,2020-01-08,E11,,N19 4GI,W9 7GA,5110509,Bromley,2019
612940,2018-06-08,L,C1,N5,U5,PR1,2019-10-08,X1,,K23 3KW,N4 8HO,6694624,Bromley,2019
612940,2019-10-08,L,E1,N5,U5,PR1,2019-10-09,X1,CLOSE,K23 3KW,N4 8HO,6694624,Bromley,2019
612940,2019-10-09,B,J2,N5,U4,PR4,,E4A,,W22 9AP,U22 9VW,4846731,Bromley,2019
617426,2017-09-26,S,V4,N5,K2,PR1,2019-09-27,X1,ALLEG,D18 2CK,Q26 8WQ,9933415,Southwark,2019
617426,2019-09-27,P,V4,N5,U4,PR4,2020-02-07,E6,,X25 9HV,W4 9YX,4103297,Southwark,2019
717687,2019-03-31,P,E1,N1,U5,PR1,2019-09-04,X1,CREQO,J30 5KX,V14 9XO,8556642,Southwark,2019
717687,2019-09-04,P,E1,N1,A6,PR1,,E13,,L1 4OD,G9 1CK,4901066,Southwark,2019
106241,2019-02-13,L,L2,N5,U5,PR1,2019-07-11,X1,,G9 7VC,J3 9WB,1135902,Bromley,2019
106241,2019-07-11,L,D1,N5,U5,PR1,2019-07-17,X1,,G9 7VC,J3 9WB,1135902,Bromley,2019
106241,2019-07-17,T,D1,N5,U5,PR1,,X1,,G9 7VC,J3 9WB,1135902,Bromley,2019
420134,2018-06-27,P,V4,N3,U5,PR4,2019-07-09,X1,CUSTOD,D27 1OG,X19 6IS,9448787,Southwark,2019
420134,2019-07-09,P,V4,N3,K2,PR1,2019-08-10,X1,OTHER,S2 8UP,F26 9KQ,5370076,Southwark,2019
420134,2019-08-10,P,V4,N3,H5,PR4,,E41,,Q19 8MI,Y15 5IO,5483917,Southwark,2019
635964,2018-11-17,P,L2,N3,U4,PR1,2019-09-28,X1,STAND,M29 8XE,C18 8HP,3353830,Southwark,2019
635964,2019-09-28,P,L2,N3,A6,PR1,2019-10-24,E45,,Z15 2VZ,H3 9WY,4212855,Southwark,2019
384546,2019-02-23,P,C2,N5,A6,PR4,2019-10-23,X1,STAND,R4 1VK,L28 6VI,3277863,Southwark,2019
384546,2019-10-23,P,C2,N5,S1,PR1,2019-11-17,E9,,P17 6XK,I30 7VO,7367493,Southwark,2019
815720,2018-11-21,P,V2,N7,U4,PR1,2019-06-20,E9,,T8 5TT,S5 8KF,9037765,Bromley,2019
133330,2019-01-31,P,J2,N8,H5,PR4,2019-12-24,X1,,V29 4JN,Y28 1YL,2428571,Bromley,2019
133330,2019-12-24,T,J2,N8,H5,PR4,2020-02-18,X1,LAREQ,V29 4JN,Y28 1YL,2428571,Bromley,2019
133330,2020-02-18,P,J2,N8,U1,PR1,2020-03-25,E14,,K8 4RM,W21 3NW,9163153,Bromley,2019
688239,2018-12-26,P,D1,N6,U4,PR4,2019-07-23,X1,APPRR,D28 9DG,I2 4IU,6537881,Hillingdon,2019
688239,2019-07-23,P,D1,N6,K2,PR4,,X1,CREQO,O7 8SX,H3 5ZS,4204899,Hillingdon,2019
894785,2018-12-14,P,V3,N8,U4,PR4,2019-08-21,E16,,G24 6XZ,S23 4VS,4850831,Southwark,2019
645812,2019-03-30,P,D1,N3,U5,PR1,2020-02-19,E12,,F28 1IK,N6 2IM,1510703,Bromley,2019
822438,2019-02-04,L,L1,N6,K2,PR4,2019-12-19,X1,ALLEG,G24 9NZ,M11 9TQ,6565471,Hillingdon,2019
822438,2019-12-19,P,L1,N6,K2,PR4,,E3,,J2 1DA,X5 3VA,3945177,Hillingdon,2019
795289,2018-02-01,P,E1,N7,U4,PR4,2019-11-08,X1,,M2 5WC,J22 9ZB,8125703,Hillingdon,2019
795289,2019-11-08,L,D1,N7,U4,PR4,2020-01-18,X1,,M2 5WC,J22 9ZB,8125703,Hillingdon,2019
795289,2020-01-18,L,C1,N7,U4,PR4,,X1,LAREQ,M2 5WC,J22 9ZB,8125703,Hillingdon,2019
413831,2019-02-26,P,V2,N1,A5,PR1,2020-01-12,X1,APPRR,A6 5UM,I17 1TZ,1308570,Bromley,2019
413831,2020-01-12,P,V2,N1,U4,PR1,2020-02-25,E17,,K30 4GM,V3 4ZS,1773011,Bromley,2019
479546,2018-09-17,P,C1,N1,U4,PR4,2019-10-07,X1,,H1 1ZJ,J21 5NZ,9637791,Southwark,2019
479546,2019-10-07,L,D1,N1,U4,PR4,,X1,,H1 1ZJ,J21 5NZ,9637791,Southwark,2019
476742,2019-01-03,S,C2,N8,U5,PR1,2019-04-15,E46,,J30 3EV,M17 3HO,6629357,Bromley,2019
878043,2019-03-16,P,L1,N4,H5,PR4,2019-12-12,X1,,O14 4GN,B27 1ZA,6831627,Southwark,2019
878043,2019-12-12,L,C1,N4,H5,PR4,2020-02-20,X1,,O14 4GN,B27 1ZA,6831627,Southwark,2019
878043,2020-02-20,L,D1,N4,H5,PR4,,E5,,O14 4GN,B27 1ZA,6831627,Southwark,2019
836390,2019-03-07,P,J3,N7,K2,PR4,2019-06-16,X1,,T18 3RR,Q26 2LS,3628427,Bromley,2019
836390,2019-06-16,L,J3,N7,K2,PR4,2020-01-30,X1,CHILD,T18 3RR,Q26 2LS,3628427,Bromley,2019
836390,2020-01-30,P,J3,N7,K2,PR4,,E8,,M10 3YI,H23 2YK,8231404,Bromley,2019
285207,2018-11-18,T,V2,N8,P1,PR0,2020-01-26,X1,PLACE,F17 7IV,U30 8YC,7956024,Southwark,2019
285207,2020-01-26,P,V2,N8,U5,PR1,,X1,ALLEG,A18 3YX,B15 1EN,3016412,Southwark,2019
208004,2019-02-10,L,L2,N6,U5,PR4,2020-01-25,X1,,Q27 9TQ,R17 5NZ,4484080,Southwark,2019
208004,2020-01-25,L,L3,N6,U5,PR4,,X1,STAND,Q27 9TQ,R17 5NZ,4484080,Southwark,2019
567517,2018-06-11,L,L3,N2,U5,PR1,2019-08-06,X1,CARPL,N4 3PC,Z26 9OF,1215331,Southwark,2019
567517,2019-08-06,P,L3,N2,U4,PR1,,E14,,V4 8QD,Q17 9SO,8749456,Southwark,2019
86668,2019-03-25,P,L2,N6,K2,PR4,2020-02-23,X1,OTHER,Y7 7EN,M13 7MO,6059591,Hillingdon,2019
86668,2020-02-23,P,L2,N6,U5,PR1,,X1,PLACE,P26 2WT,L16 5GD,6567821,Hillingdon,2019
468377,2019-03-27,P,L3,N2,U3,PR1,2019-04-16,X1,,S25 8BB,W6 2CB,4772451,Southwark,2019
468377,2019-04-16,L,V3,N2,U3,PR1,2019-05-03,E13,,S25 8BB,W6 2CB,4772451,Southwark,2019
853697,2016-03-10,P,J3,N6,U4,PR4,2020-02-15,X1,CLOSE,X16 8DP,E22 1EC,9699254,Southwark,2019
853697,2020-02-15,P,J3,N6,U3,PR1,,X1,CLOSE,X26 8ME,D6 1NA,4301362,Southwark,2019
369488,2019-03-28,P,C1,N4,U4,PR4,2019-09-07,E12,,V14 8KB,U14 3GW,2858316,Hillingdon,2019
64562,2018-02-24,S,J2,N6,A3,PR4,2019-04-17,X1,PLACE,J25 2JX,B3 7UR,9590113,Bromley,2019
64562,2019-04-17,P,J2,N6,U5,PR4,2020-03-17,E48,,X1 5FU,Y11 6XI,2959645,Bromley,2019
534492,2018-02-24,P,D1,N2,U5,PR4,2019-05-18,X1,,M13 1AB,M22 7QF,3615988,Bromley,2019
534492,2019-05-18,T,D1,N2,U5,PR4,2020-03-06,X1,ALLEG,M13 1AB,M22 7QF,3615988,Bromley,2019
534492,2020-03-06,P,D1,N2,U5,PR4,,X1,,S23 1YG,A2 8ID,3775442,Bromley,2019
655772,2017-12-06,L,J2,N5,U5,PR1,2019-04-11,X1,,F4 5YU,D2 5EA,4245392,Bromley,2019
655772,2019-04-11,L,L2,N5,U5,PR1,2019-09-11,X1,OTHER,F4 5YU,D2 5EA,4245392,Bromley,2019
655772,2019-09-11,P,L2,N5,K2,PR1,2020-02-17,X1,,W16 7AT,T27 5NH,2571093,Bromley,2019
655772,2020-02-17,L,C2,N5,K2,PR1,,E11,,W16 7AT,T27 5NH,2571093,Bromley,2019
163267,2019-01-14,P,C1,N6,U5,PR1,2019-06-04,X1,,W16 9CY,D11 2FA,4263401,Southwark,2019
163267,2019-06-04,T,C1,N6,U5,PR1,2019-07-02,X1,LAREQ,W16 9CY,D11 2FA,4263401,Southwark,2019
163267,2019-07-02,P,C1,N6,K2,PR4,2020-02-29,X1,LAREQ,C14 8QF,U24 2OL,8446572,Southwark,2019
163267,2020-02-29,P,C1,N6,U5,PR1,,E14,,J5 3HY,H29 3UN,3006498,Southwark,2019
610919,2017-08-01,L,J1,N7,U4,PR4,2019-09-06,X1,CREQO,U12 1EG,N11 1RX,9786726,Hillingdon,2019
610919,2019-09-06,P,J1,N7,A5,PR1,2019-11-12,X1,,P28 4SA,J10 5WN,7997368,Hillingdon,2019
610919,2019-11-12,L,J2,N7,A5,PR1,,X1,ALLEG,P28 4SA,J10 5WN,7997368,Hillingdon,2019
186596,2019-01-11,P,L3,N6,U5,PR4,2019-08-02,X1,ALLEG,C30 7HE,O7 2HD,9510850,Southwark,2019
186596,2019-08-02,P,L3,N6,U4,PR1,2019-10-25,E5,,B6 6PR,N2 5VX,7911676,Southwark,2019
245022,2018-12-02,P,V3,N7,U4,PR1,2019-04-22,X1,,V26 2BM,U4 2VH,4915837,Bromley,2019
245022,2019-04-22,T,V3,N7,U4,PR1,2019-04-30,X1,LAREQ,V26 2BM,U4 2VH,4915837,Bromley,2019
245022,2019-04-30,P,V3,N7,U2,PR1,2019-06-22,X1,OTHER,A22 3PV,H27 4TN,2787891,Bromley,2019
245022,2019-06-22,P,V3,N7,U4,PR4,,X1,CREQB,X2 8OH,S17 8NU,1170727,Bromley,2019
979997,2020-03-08,S,V4,N6,U5,PR4,,X1,CREQB,T1 4DC,S10 3QA,8494147,Southwark,2019
933360,2017-03-13,P,C2,N2,U4,PR1,2019-05-02,X1,CHILD,E6 8DH,T12 2PJ,6208306,Bromley,2019
933360,2019-05-02,P,C2,N2,U5,PR1,,X1,CREQB,O4 3ON,U19 5HS,5147513,Bromley,2019
520411,2017-12-18,S,C2,N2,U2,PR1,2019-08-04,X1,CREQB,S24 5BA,S9 3LZ,3793659,Bromley,2019
520411,2019-08-04,P,C2,N2,U4,PR4,2019-10-07,E6,,A6 8CA,E23 8NC,8921882,Bromley,2019
442704,2018-08-06,L,V4,N4,U4,PR1,2019-05-01,X1,CARPL,W13 1LH,K19 6OM,8128759,Southwark,2019
442704,2019-05-01,P,V4,N4,U1,PR1,2019-12-13,X1,LAREQ,U6 3OT,H20 2DT,1476694,Southwark,2019
